price,building_number,street_number,street_name,city,province,squares,type,year,age,bed,bath,tax
"$899,900",1303,4398,Buchanan Street,Burnaby,BC,"1,183 sq.ft.","Residential, Condo",2001,17,2,2,"$2,927"
"$899,900",306,5085,Main Street,Vancouver East,BC,865 sq.ft.,"Residential, Condo",2017,1,2,2,NA
"$899,900",407,680,Seylynn Crescent,North Vancouver,BC,"1,101 sq.ft.","Residential, Condo",2018,NA,2,2,NA
"$899,900",1108,2378,Alpha Avenue,Burnaby,BC,847 sq.ft.,"Residential, Condo",2018,NA,2,2,NA
"$899,888",1505,928,Richards Street,Vancouver West,BC,765 sq.ft.,"Residential, Condo",2000,18,2,2,"$1,886"
"$899,880",404,518,Thirteenth Street,New Westminster,BC,"1,500 sq.ft.","Residential, Condo",1990,28,3,2,"$1,982"
"$899,000",103,9388,Tomicki Avenue,Richmond,BC,963 sq.ft.,"Residential, Condo",2017,1,2,2,NA
"$899,000",61,2212,Folkestone Way,West Vancouver,BC,990 sq.ft.,"Residential, Condo",1976,42,1,1,"$1,592"
"$899,000",5e,328,Taylor Way,West Vancouver,BC,"1,277 sq.ft.","Residential, Condo",1995,23,2,2,"$1,778"
"$899,000",S202,5289,Cambie Street,Vancouver West,BC,624 sq.ft.,"Residential, Condo",2019,NA,1,1,NA
"$899,000",1505,907,Beach Avenue,Vancouver West,BC,765 sq.ft.,"Residential, Condo",1993,25,2,2,"$1,538"
"$899,000",304,5788,Vine Street,Vancouver West,BC,931 sq.ft.,"Residential, Condo",1995,23,2,2,"$1,712"
"$899,000",3201,501,Pacific Street,Vancouver West,BC,628 sq.ft.,"Residential, Condo",1999,19,1,1,"$1,822"
"$899,000",NA,6933,Arlington Street,Vancouver East,BC,"1,615 sq.ft.","Residential, Condo",1983,35,3,3+2,"$4,293"
"$899,000",3209,6658,Dow Avenue,Burnaby,BC,904 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,816"
"$899,000",313,5055,Springs Boulevard,Tsawwassen,BC,"1,260 sq.ft.","Residential, Condo",2014,4,2,2,"$3,752"
"$899,000",1300,7760,Granville Avenue,Richmond,BC,"1,500 sq.ft.","Residential, Condo",1998,20,4,2,"$2,090"
"$899,000",803,7688,Alderbridge Way,Richmond,BC,"1,109 sq.ft.","Residential, Condo",2017,1,3,2,NA
"$899,000",1305,5177,Brighouse Way,Richmond,BC,860 sq.ft.,"Residential, Condo",2013,5,1,1,"$2,062"
"$899,000",401,5639,Hampton Place,Vancouver West,BC,"1,045 sq.ft.","Residential, Condo",2000,18,2,2,"$1,248"
"$899,000",1011,788,Richards Street,Vancouver West,BC,818 sq.ft.,"Residential, Condo",2008,10,2,2,"$1,880"
"$899,000",1608,8131,Nunavut Lane,Vancouver West,BC,769 sq.ft.,"Residential, Condo",2016,2,2,2,"$1,901"
"$899,000",304,7688,Alderbridge Way,Richmond,BC,"1,109 sq.ft.","Residential, Condo",2017,1,3,2,"$2,458"
"$899,000",2108,4900,Lennox Lane,Burnaby,BC,755 sq.ft.,"Residential, Condo",2017,1,2,2,$980
"$899,000",106,5115,Cambie Street,Vancouver West,BC,689 sq.ft.,"Residential, Condo",2017,1,1,1+1,"$1,817"
"$899,000",1602,2088,Madison Avenue,Burnaby,BC,"1,208 sq.ft.","Residential, Condo",2005,13,2,2,"$2,878"
"$899,000",609,6538,Nelson Avenue,Burnaby,BC,763 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,047"
"$899,000",115,1420,Duchess Avenue,West Vancouver,BC,"1,028 sq.ft.","Residential, Condo",1977,41,1,1,"$1,386"
"$899,000",2506,1008,Cambie Street,Vancouver West,BC,802 sq.ft.,"Residential, Condo",1997,21,1,1,"$1,999"
"$899,000",405,2250,Wesbrook Mall,Vancouver West,BC,846 sq.ft.,"Residential, Condo",2007,11,2,2,"$1,644"
"$899,000",505,6588,Nelson Avenue,Burnaby,BC,"1,895 sq.ft.","Residential, Condo",2015,3,2,2,"$2,468"
"$899,000",1704,1245,Quayside Drive,New Westminster,BC,"1,473 sq.ft.","Residential, Condo",1990,28,3,3+1,"$2,706"
"$899,000",705,1001,Homer Street,Vancouver West,BC,787 sq.ft.,"Residential, Condo",2005,13,2,2,"$1,789"
"$899,000",303,1140,Strathaven Drive,North Vancouver,BC,"1,355 sq.ft.","Residential, Condo",1995,23,2,2,"$3,126"
"$899,000",607,610,Granville Street,Vancouver West,BC,898 sq.ft.,"Residential, Condo",2006,12,1,2+1,"$1,962"
"$899,000",6016,5511,Hollybridge Way,Richmond,BC,"1,478 sq.ft.","Residential, Condo",2014,4,2,2,"$5,801"
"$899,000",2106,2055,Pendrell Street,Vancouver West,BC,825 sq.ft.,"Residential, Condo",1965,53,1,1,"$1,990"
"$899,000",306,429,West 2nd Avenue,Vancouver West,BC,729 sq.ft.,"Residential, Condo",2012,6,1,2+1,"$1,536"
"$899,000",405,55,E Cordova Street,Vancouver East,BC,963 sq.ft.,"Residential, Condo",2006,12,1,1,"$1,967"
"$899,000",509,5085,Main Street,Vancouver East,BC,872 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,192"
"$899,000",301,4600,Westwater Drive,Richmond,BC,"1,123 sq.ft.","Residential, Condo",2003,15,2,2,"$2,642"
"$899,000",503,112,E 13th Street,North Vancouver,BC,920 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,778"
"$899,000",317,3138,Riverwalk Avenue,Vancouver East,BC,"1,028 sq.ft.","Residential, Condo",2015,3,2,2,"$1,910"
"$899,000",206,1144,Strathaven Drive,North Vancouver,BC,"1,306 sq.ft.","Residential, Condo",1995,23,2,2,"$3,414"
"$899,000",203,6460,Main Street,Vancouver East,BC,968 sq.ft.,"Residential, Condo",2006,12,2,2,"$1,478"
"$899,000",401,6188,Wilson Avenue,Burnaby,BC,"1,060 sq.ft.","Residential, Condo",2010,8,2,2,"$2,828"
"$899,000",1604,2200,Douglas Road,Burnaby,BC,"1,071 sq.ft.","Residential, Condo",2011,7,2,2,"$3,205"
"$899,000",307,5683,Hampton Place,Vancouver West,BC,"1,138 sq.ft.","Residential, Condo",1997,21,2,2,"$1,529"
"$899,000",407,272,E 4th Avenue,Vancouver East,BC,"1,250 sq.ft.","Residential, Condo",1995,23,1,2,"$2,486"
"$899,000",2404,1188,Howe Street,Vancouver West,BC,758 sq.ft.,"Residential, Condo",1994,24,2,2,"$1,474"
"$899,000",329,5233,Gilbert Road,Richmond,BC,"1,016 sq.ft.","Residential, Condo",2016,2,3,3,"$2,236"
"$899,000",1503,602,Citadel Parade,Vancouver West,BC,885 sq.ft.,"Residential, Condo",2007,11,2,2,"$1,740"
"$899,000",204,910,W 8th Avenue,Vancouver West,BC,905 sq.ft.,"Residential, Condo",1986,32,2,1,"$1,720"
"$899,000",301,150,W 15th Street,North Vancouver,BC,923 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,328"
"$899,000",605,1788,Ontario Street,Vancouver East,BC,813 sq.ft.,"Residential, Condo",2016,2,2,2,"$2,224"
"$898,888",710,1616,Columbia Street,Vancouver West,BC,845 sq.ft.,"Residential, Condo",2010,8,1,1,"$2,278"
"$898,800",Ph13,13040,No. 2 Road,Richmond,BC,"1,011 sq.ft.","Residential, Condo",2019,NA,2,2,NA
"$898,800",1203,6951,Elmbridge Way,Richmond,BC,907 sq.ft.,"Residential, Condo",2014,4,2,2,"$1,843"
"$898,800",305,528,W King Edward,Vancouver West,BC,643 sq.ft.,"Residential, Condo",2019,NA,1,1,NA
"$898,800",602,4670,Assembly Way,Burnaby,BC,822 sq.ft.,"Residential, Condo",2018,NA,2,2,"$1,595"
"$898,500",211,1140,Strathaven Drive,North Vancouver,BC,"1,500 sq.ft.","Residential, Condo",1995,23,2,2,"$3,669"
"$898,000",1600,4825,Hazel Street,Burnaby,BC,"1,201 sq.ft.","Residential, Condo",1991,27,2,2,"$2,543"
"$898,000",1206,488,Sw Marine Drive,Vancouver West,BC,808 sq.ft.,"Residential, Condo",2015,3,2,2,"$1,765"
"$898,000",Ph11,6033,Gray Avenue,Vancouver West,BC,802 sq.ft.,"Residential, Condo",2015,3,1,1,"$1,518"
"$898,000",901,1616,Columbia Street,Vancouver West,BC,732 sq.ft.,"Residential, Condo",2010,8,1,1,"$2,293"
"$898,000",306,3611,W 18th Avenue,Vancouver West,BC,825 sq.ft.,"Residential, Condo",2008,10,2,2,"$2,209"
"$898,000",2502,6658,Dow Avenue,Burnaby,BC,904 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,741"
"$898,000",1103,1688,Pullman Porter Street,Vancouver West,BC,674 sq.ft.,"Residential, Condo",2018,NA,1,1,NA
"$898,000",401,677,W 41st Avenue,Vancouver West,BC,635 sq.ft.,"Residential, Condo",2017,1,1,1,"$1,749"
"$898,000",1701,33,Smithe Mews,Vancouver West,BC,800 sq.ft.,"Residential, Condo",2008,10,2,1,"$2,031"
"$897,000",Ph1007,150,E Cordova Street,Vancouver East,BC,790 sq.ft.,"Residential, Condo",2016,2,2,2,"$1,849"
"$896,000",3903,4880,Bennett Street,Burnaby,BC,827 sq.ft.,"Residential, Condo",2013,5,2,2,"$2,801"
"$895,000",208,717,Chesterfield Avenue,North Vancouver,BC,952 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,440"
"$893,000",110,2338,Western Parkway,Vancouver West,BC,893 sq.ft.,"Residential, Condo",2001,17,2,2,"$1,450"
"$890,000",706,867,Hamilton Street,Vancouver West,BC,"1,029 sq.ft.","Residential, Condo",1994,24,2,2,"$1,778"
"$890,000",205,3580,W 41st Avenue,Vancouver West,BC,992 sq.ft.,"Residential, Condo",2003,15,2,2,"$1,474"
"$890,000",2801,4508,Hazel Street,Burnaby,BC,744 sq.ft.,"Residential, Condo",2015,3,2,1,"$2,672"
"$889,900",2204,300,Morrissey Road,Port Moody,BC,920 sq.ft.,"Residential, Condo",2021,NA,2,2,NA
"$889,900",403,3971,Hastings Street,Burnaby,BC,"1,072 sq.ft.","Residential, Condo",2018,NA,2,2,NA
"$889,500",203,3383,Capilano Crescent,North Vancouver,BC,"1,289 sq.ft.","Residential, Condo",1990,28,2,2,"$4,028"
"$889,000",502,1239,W Georgia Street,Vancouver West,BC,830 sq.ft.,"Residential, Condo",1998,20,2,2,"$1,348"
"$889,000",3901,4508,Hazel Street,Burnaby,BC,738 sq.ft.,"Residential, Condo",2015,3,2,1,"$2,726"
"$889,000",1901,5833,Wilson Avenue,Burnaby,BC,"1,253 sq.ft.","Residential, Condo",1995,23,3,2,"$2,699"
"$889,000",901,1003,Pacific Street,Vancouver West,BC,966 sq.ft.,"Residential, Condo",1998,20,2,2,"$2,078"
"$889,000",301,688,Abbott Street,Vancouver West,BC,913 sq.ft.,"Residential, Condo",2007,11,2,2,"$1,728"
"$888,900",2103,1188,Richards Street,Vancouver West,BC,766 sq.ft.,"Residential, Condo",1995,23,2,1,"$1,970"
"$888,800",207,650,Evergreen Place,North Vancouver,BC,952 sq.ft.,"Residential, Condo",2010,8,1,2+1,"$2,244"
"$888,500",809,159,W 2nd Avenue,Vancouver West,BC,724 sq.ft.,"Residential, Condo",2018,NA,2,1,"$1,893"
"$888,000",NA,3043, Knight Street,Vancouver East,BC,"1,127 sq.ft.","Residential, Condo",2000,18,3,3+1,"$3,155"
"$888,000",1909,550,Taylor Street,Vancouver West,BC,800 sq.ft.,"Residential, Condo",2005,13,2,2,"$1,725"
"$888,000",708,1550,Fern Street,North Vancouver,BC,"1,041 sq.ft.","Residential, Condo",2015,3,2,2,"$2,961"
"$888,000",2510,6538,Nelson Avenue,Burnaby,BC,756 sq.ft.,"Residential, Condo",2017,1,2,2,NA
"$888,000",1103,2200,Douglas Road,Burnaby,BC,"1,066 sq.ft.","Residential, Condo",2011,7,2,2,"$2,797"
"$888,000",106,1880,E Kent Avenue,Vancouver East,BC,"1,066 sq.ft.","Residential, Condo",1996,22,2,2,"$1,396"
"$888,000",106,1745,Esquimalt Avenue,West Vancouver,BC,"1,278 sq.ft.","Residential, Condo",1973,45,2,1,"$1,274"
"$888,000",212,3557,Sawmill Crescent,Vancouver East,BC,945 sq.ft.,"Residential, Condo",2018,NA,2,2,NA
"$888,000",801,168,Powell Street,Vancouver West,BC,988 sq.ft.,"Residential, Condo",2009,9,2,1,"$1,760"
"$888,000",2803,438,Seymour Street,Vancouver West,BC,721 sq.ft.,"Residential, Condo",1996,22,2,2,"$1,609"
"$888,000",505,8588,Cornish Street,Vancouver West,BC,815 sq.ft.,"Residential, Condo",2014,4,2,2,"$1,896"
"$888,000",3805,6461,Telford Avenue,Burnaby,BC,866 sq.ft.,"Residential, Condo",2014,4,2,2,"$3,102"
"$888,000",611,888,Homer Street,Vancouver West,BC,787 sq.ft.,"Residential, Condo",2011,7,2,2,"$2,044"
"$886,000",1102,7080,St. Albans Road,Richmond,BC,"1,191 sq.ft.","Residential, Condo",1999,19,3,2,"$2,094"
"$885,900",110,3670,Banff Court,North Vancouver,BC,"1,463 sq.ft.","Residential, Condo",1993,25,2,2,"$3,263"
"$885,000",610,733,W 3rd Street,North Vancouver,BC,888 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,266"
"$885,000",2504,400,Capilano Road,Port Moody,BC,"1,108 sq.ft.","Residential, Condo",2008,10,2,2,"$2,969"
"$885,000",315,1628,W 4th Avenue,Vancouver West,BC,827 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,147"
"$881,900",610,22638,119 Avenue,Maple Ridge,BC,"1,533 sq.ft.","Residential, Condo",2020,NA,2,2,NA
"$880,000",5305,6461,Telford Avenue,Burnaby,BC,742 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,686"
"$880,000",607,6658,Dow Avenue,Burnaby,BC,907 sq.ft.,"Residential, Condo",2014,4,2,2,"$2,513"
"$880,000",403,5683,Hampton Place,Vancouver West,BC,"1,040 sq.ft.","Residential, Condo",1997,21,2,2,"$1,450"
"$880,000",1801,4388,Buchanan Street,Burnaby,BC,"1,310 sq.ft.","Residential, Condo",2002,16,2,2,"$2,932"
"$880,000",2605,63,Keefer Place,Vancouver West,BC,886 sq.ft.,"Residential, Condo",2000,18,2,2,"$2,125"
"$879,900",303,3971,Hastings Street,Burnaby,BC,"1,072 sq.ft.","Residential, Condo",2018,NA,2,2,NA
"$879,900",1607,188,Keefer Place,Vancouver West,BC,883 sq.ft.,"Residential, Condo",2009,9,2,2,"$1,950"
"$879,900",306,477,W 59th Avenue,Vancouver West,BC,661 sq.ft.,"Residential, Condo",2020,NA,1,1,NA
"$879,900",312,238,W Broadway,Vancouver West,BC,785 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,007"
"$879,000",107,1621,Hamilton Avenue,North Vancouver,BC,955 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,304"
"$879,000",601,1255,Seymour Street,Vancouver West,BC,800 sq.ft.,"Residential, Condo",2008,10,2,2,"$1,973"
"$879,000",1007,7708,Alderbridge Way,Richmond,BC,"1,109 sq.ft.","Residential, Condo",2017,1,3,2,NA
"$879,000",702,1845,Robson Street,Vancouver West,BC,"1,021 sq.ft.","Residential, Condo",1986,32,2,2,"$2,061"
"$879,000",1720,68,Smithe Street,Vancouver West,BC,732 sq.ft.,"Residential, Condo",2016,2,1,1,"$2,046"
"$879,000",1205,930,Cambie Street,Vancouver West,BC,830 sq.ft.,"Residential, Condo",1995,23,2,2,"$1,427"
"$879,000",1801,2077,Rosser Avenue,Burnaby,BC,937 sq.ft.,"Residential, Condo",2013,5,2,2,"$2,814"
"$878,888",215,4500,Westwater Drive,Richmond,BC,"1,086 sq.ft.","Residential, Condo",2004,14,2,2,"$2,293"
"$878,000",509,189,Davie Street,Vancouver West,BC,723 sq.ft.,"Residential, Condo",1999,19,1,1,"$1,888"
"$875,900",502,22638,119 Avenue,Maple Ridge,BC,"1,595 sq.ft.","Residential, Condo",2020,NA,2,2,NA
"$875,000",205,28,Powell Street,Vancouver East,BC,"1,030 sq.ft.","Residential, Condo",1992,26,2,1,"$1,988"
"$875,000",402,838,W 16th Avenue,Vancouver West,BC,"1,003 sq.ft.","Residential, Condo",1992,26,2,2,"$2,365"
"$875,000",335,12875,Railway Avenue,Richmond,BC,"1,626 sq.ft.","Residential, Condo",1989,29,2,2,"$2,314"
"$875,000",203,1637,E Pender Street,Vancouver East,BC,"1,172 sq.ft.","Residential, Condo",2011,7,2,2+1,"$1,733"
"$875,000",204a,1220,Quayside Drive,New Westminster,BC,"1,526 sq.ft.","Residential, Condo",1988,30,2,2,"$3,140"
"$875,000",405,124,W 1st Street,North Vancouver,BC,962 sq.ft.,"Residential, Condo",2001,17,2,2,"$2,393"
"$874,900",308,1495,Richards Street,Vancouver West,BC,719 sq.ft.,"Residential, Condo",2004,14,1,1,"$1,949"
"$870,000",3007,6461,Telford Avenue,Burnaby,BC,906 sq.ft.,"Residential, Condo",2014,4,2,2,"$3,145"
"$869,900",510,175,Victory Ship Way,North Vancouver,BC,650 sq.ft.,"Residential, Condo",2018,NA,1,1,NA
"$869,900",N204,628,W 13th Avenue,Vancouver West,BC,996 sq.ft.,"Residential, Condo",1992,26,2,2,"$1,794"
"$869,000",1804,610,Granville Street,Vancouver West,BC,787 sq.ft.,"Residential, Condo",2006,12,1,1,"$1,865"
"$869,000",1802,7380,Elmbridge Way,Richmond,BC,"1,700 sq.ft.","Residential, Condo",1996,22,2,3+1,"$2,234"
"$869,000",1805,39,Sixth Street,New Westminster,BC,"1,242 sq.ft.","Residential, Condo",2008,10,2,2,"$2,986"
"$869,000",1604,110,Brew Street,Port Moody,BC,"1,051 sq.ft.","Residential, Condo",2008,10,2,2,"$2,501"
"$869,000",1105,8333,Anderson Road,Richmond,BC,973 sq.ft.,"Residential, Condo",2012,6,2,2,"$1,985"
"$869,000",1706,1408,Strathmore Mews,Vancouver West,BC,725 sq.ft.,"Residential, Condo",2003,15,1,1,"$1,771"
"$869,000",501,188,E Esplanade Street,North Vancouver,BC,957 sq.ft.,"Residential, Condo",2008,10,2,2,"$2,431"
"$869,000",2303,58,Keefer Place,Vancouver West,BC,857 sq.ft.,"Residential, Condo",2007,11,2,2,"$1,980"
"$869,000",607,1323,Homer Street,Vancouver West,BC,743 sq.ft.,"Residential, Condo",1992,26,1,1,"$1,506"
"$869,000",3006,488,Sw Marine Drive,Vancouver West,BC,794 sq.ft.,"Residential, Condo",2016,2,2,2,"$2,146"
"$868,800",707,7338,Gollner Avenue,Richmond,BC,847 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,033"
"$868,000",1904,5611,Goring Street,Burnaby,BC,"1,149 sq.ft.","Residential, Condo",2008,10,2,2,"$2,624"
"$868,000",506,530,Raven Woods Drive,North Vancouver,BC,"1,240 sq.ft.","Residential, Condo",2006,12,2,2,"$3,570"
"$868,000",2602,7090,Edmonds Street,Burnaby,BC,912 sq.ft.,"Residential, Condo",2012,6,2,2,"$2,401"
"$868,000",511,1331,Alberni Street,Vancouver West,BC,745 sq.ft.,"Residential, Condo",1999,19,2,2,"$1,576"
"$868,000",307,10788,No 5 Road,Richmond,BC,"1,067 sq.ft.","Residential, Condo",2018,NA,3,2,"$1,927"
"$868,000",406,5615,Hampton Place,Vancouver West,BC,920 sq.ft.,"Residential, Condo",1997,21,2,2,"$1,277"
"$868,000",606,6633,Pearson Way,Richmond,BC,920 sq.ft.,"Residential, Condo",2018,NA,1,2,"$1,736"
"$868,000",3803,4900,Lennox Lane,Burnaby,BC,794 sq.ft.,"Residential, Condo",2017,1,2,2,"$3,067"
"$868,000",501,1003,Pacific Street,Vancouver West,BC,"1,024 sq.ft.","Residential, Condo",1998,20,2,2,"$1,827"
"$866,888",2504,110,Brew Street,Port Moody,BC,"1,107 sq.ft.","Residential, Condo",2008,10,2,2,"$2,793"
"$864,900",217,1500,Pendrell Street,Vancouver West,BC,968 sq.ft.,"Residential, Condo",1979,39,2,2+1,"$1,639"
"$860,000",208,4280,Moncton Street,Richmond,BC,"1,211 sq.ft.","Residential, Condo",2005,13,2,3+1,"$1,986"
"$859,900",329,9213,Odlin Road,Richmond,BC,"1,016 sq.ft.","Residential, Condo",2020,NA,2,2,NA
"$859,900",1403,4488,Juneau Street,Burnaby,BC,"1,085 sq.ft.","Residential, Condo",2021,NA,2,2,NA
"$859,800",510,508,W 29th Avenue,Vancouver West,BC,668 sq.ft.,"Residential, Condo",2015,3,1,1,"$1,992"
"$859,000",2004,8,Laguna Court,New Westminster,BC,"1,546 sq.ft.","Residential, Condo",1992,26,2,2,"$2,719"
"$859,000",208,5325,West Boulevard,Vancouver West,BC,640 sq.ft.,"Residential, Condo",2017,1,1,1,"$1,251"
"$859,000",303,1341,Clyde Avenue,West Vancouver,BC,995 sq.ft.,"Residential, Condo",1976,42,2,2,"$1,945"
"$859,000",1405,1327,E Keith Road,North Vancouver,BC,"1,008 sq.ft.","Residential, Condo",1992,26,2,2,"$2,597"
"$859,000",206,522,W 8th Avenue,Vancouver West,BC,838 sq.ft.,"Residential, Condo",2009,9,1,2+1,"$1,688"
"$859,000",710,6588,Nelson Avenue,Burnaby,BC,812 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,747"
"$859,000",1010,977,Mainland Street,Vancouver West,BC,723 sq.ft.,"Residential, Condo",2007,11,2,2,"$1,870"
"$859,000",703,8628,Hazelbridge Way,Richmond,BC,843 sq.ft.,"Residential, Condo",2018,NA,2,2,NA
"$858,000",2401,7328,Arcola Street,Burnaby,BC,"1,132 sq.ft.","Residential, Condo",2009,9,2,2,"$2,650"
"$858,000",503,6080,Minoru Boulevard,Richmond,BC,"1,209 sq.ft.","Residential, Condo",1997,21,3,2,"$1,909"
"$858,000",Sph1501,8871,Lansdowne Road,Richmond,BC,"1,206 sq.ft.","Residential, Condo",1995,23,2,2,"$1,575"
"$858,000",605,909,Burrard Street,Vancouver West,BC,813 sq.ft.,"Residential, Condo",1991,27,1,1,"$1,367"
"$858,000",2403,7325,Arcola Street,Burnaby,BC,"1,027 sq.ft.","Residential, Condo",2009,9,2,2,"$2,806"
"$858,000",2503,7063,Hall Avenue,Burnaby,BC,"1,172 sq.ft.","Residential, Condo",2007,11,2,2,"$2,714"
"$858,000",1301,1333,W Georgia Street,Vancouver West,BC,770 sq.ft.,"Residential, Condo",2006,12,1,1,"$1,696"
"$858,000",211,9373,Hemlock Drive,Richmond,BC,"1,137 sq.ft.","Residential, Condo",2008,10,3,2,"$2,163"
"$858,000",516,7338,Gollner Avenue,Richmond,BC,847 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,111"
"$855,000",409,2520,Manitoba Street,Vancouver West,BC,828 sq.ft.,"Residential, Condo",2007,11,2,1,"$1,999"
"$855,000",305,5782,Berton Avenue,Vancouver West,BC,810 sq.ft.,"Residential, Condo",2011,7,2,2,"$1,426"
"$850,000",2808,1308,Hornby Street,Vancouver West,BC,573 sq.ft.,"Residential, Condo",2014,4,1,1,"$1,702"
"$850,000",419,2268,W Broadway,Vancouver West,BC,836 sq.ft.,"Residential, Condo",2008,10,2,2,"$2,118"
"$850,000",2204,2088,Madison Avenue,Burnaby,BC,"1,113 sq.ft.","Residential, Condo",2005,13,2,2,"$2,875"
"$850,000",702,1480,Howe Street,Vancouver West,BC,529 sq.ft.,"Residential, Condo",2018,NA,1,1,NA
"$850,000",802,1238,Seymour Street,Vancouver West,BC,863 sq.ft.,"Residential, Condo",1996,22,1,1,"$2,029"
"$850,000",4105,4900,Lennox Lane,Burnaby,BC,749 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,956"
"$850,000",204,999,Berkley Road,North Vancouver,BC,"1,643 sq.ft.","Residential, Condo",1989,29,2,2,"$3,417"
"$849,900",1901,811,Helmcken Street,Vancouver West,BC,857 sq.ft.,"Residential, Condo",1994,24,2,2,"$1,905"
"$849,900",809,7708,Alderbridge Way,Richmond,BC,"1,203 sq.ft.","Residential, Condo",2017,1,3,2,"$2,798"
"$849,900",1506,4900,Lennox Lane,Burnaby,BC,749 sq.ft.,"Residential, Condo",2017,1,2,2,"$2,726"
"$849,888",1609,188,Keefer Street,Vancouver East,BC,850 sq.ft.,"Residential, Condo",2016,2,3,2,"$2,125"
"$849,800",305,1147,Nelson Street,Vancouver West,BC,"1,014 sq.ft.","Residential, Condo",1987,31,2,2,"$2,118"
"$849,500",NA,6438,Douglas Street,West Vancouver,BC,"1,167 sq.ft.","Residential, Condo",1967,51,1,1,"$3,779"
"$849,500",6440,6440,Douglas Street,West Vancouver,BC,843 sq.ft.,"Residential, Condo",1967,51,2,1,"$3,779"
"$849,000",S203,5289,Cambie Street,Vancouver West,BC,624 sq.ft.,"Residential, Condo",2019,NA,1,1,NA
"$849,000",918,3557,Sawmill Crescent,Vancouver East,BC,980 sq.ft.,"Residential, Condo",2018,NA,2,2,NA
"$849,000",506,111,W Georgia Street,Vancouver West,BC,806 sq.ft.,"Residential, Condo",2007,11,2,1,"$1,574"
"$849,000",204,1635,W 3rd Avenue,Vancouver West,BC,801 sq.ft.,"Residential, Condo",2010,8,2,2,"$1,960"
"$849,000",711,7708,Alderbridge Way,Richmond,BC,"1,109 sq.ft.","Residential, Condo",2017,1,3,2,"$2,587"
"$849,000",202,523,W King Edward,Vancouver West,BC,700 sq.ft.,"Residential, Condo",2018,NA,2,1,NA
"$849,000",B,4649,Canada Way,Burnaby,BC,990 sq.ft.,"Residential, Condo",2010,8,4,2,"$2,929"
"$849,000",1101,2965,Fir Street,Vancouver West,BC,823 sq.ft.,"Residential, Condo",2006,12,2,2,"$2,063"
"$849,000",1305,5580,No. 3 Road,Richmond,BC,831 sq.ft.,"Residential, Condo",2018,NA,2,2,NA
"$849,000",217,2910,E Pender Street,Vancouver East,BC,"1,262 sq.ft.","Residential, Condo",1975,43,2,2+1,"$1,145"
"$849,000",310,717,Chesterfield Avenue,North Vancouver,BC,880 sq.ft.,"Residential, Condo",2015,3,2,2,"$2,434"
"$849,000",201,1850,Lorne Street,Vancouver East,BC,"1,255 sq.ft.","Residential, Condo",1996,22,1,2+1,"$1,604"
"$849,000",E108,628,W 12th Avenue,Vancouver West,BC,944 sq.ft.,"Residential, Condo",1990,28,2,1,"$1,694"
"$849,000",201,221,E 3rd Street,North Vancouver,BC,917 sq.ft.,"Residential, Condo",2013,5,2,2,"$2,572"
"$849,000",102,4696,W 10th Avenue,Vancouver West,BC,"1,291 sq.ft.","Residential, Condo",1984,34,2,2,"$2,220"
"$848,888",105,1675,Augusta Avenue,Burnaby,BC,"1,574 sq.ft.","Residential, Condo",1989,29,2,2,"$2,634"
